Ano;Período;Tipo Avaliacao;Professor;Departamento;Disciplina;Turma;Aluno;Ano Ingresso;Tipo Ingresso;Curso Aluno;IRA;Escola 2G;Bolsa Apoio;Tipos Bolsa;Outras Bolsas;Nota Final;Cidade;Estado;O plano de ensino apresentado pelo(a) docente contém: ementa, objetivos, metodologias de ensino, critérios de avaliação, cronograma, conteúdos e bibliografia da disciplina.;O(A) docente cumpriu o plano de ensino apresentado.;Os conteúdos foram ministrados de forma clara.;As atividades pedagógicas (aulas, atividades online e presenciais e etc) estimularam a sua participação.;Os recursos didáticos, audiovisuais e tecnológicos disponíveis contribuíram para o processo de ensino e aprendizagem.;Os critérios de avaliação foram compatíveis com os conteúdos ministrados.;O(A) docente deu retorno sobre todas as atividades realizadas.;A atuação e disponibilidade do(a) docente foram satisfatórias.;O(A) docente manteve um comportamento respeitoso e cortês em relação aos discentes.;A atuação e disponibilidade do(a) tutor(a) à distância foram satisfatórias.;O(A) tutor(a) à distância manteve um comportamento respeitoso e cortês em relação aos discentes.;As atividades propostas contribuíram para a aprendizagem dos conteúdos.;A disciplina contribuiu na preparação para o exercício profissional.;A disciplina contribuiu para a aquisição de cultura geral.;Sua motivação para estudar esta disciplina foi alta.;Você teve facilidade para acompanhar as atividades da disciplina.;Seu empenho durante a disciplina foi elevado.;A atuação do(a) tutor(a) presencial foi satisfatória.;A atuação do(a) assistente à docência foi satisfatória.;As estruturas física e tecnológica do polo foram compatíveis e atenderam ao desenvolvimento das atividades.;A atuação do(a) coordenador(a) de curso foi satisfatória.;O trabalho da secretaria do curso na UFJF foi satisfatório.;A atuação da UFJF em relação aos alunos e polo-UAB é satisfatória.
2019;1;ALUNO_TURMA;DA2503491A7992B5A62D8BED0B5FC8B0;DEPTO DE QUIMICA /ICE;2AB4F66B2B013BB5F52ECDCB4D705308;A;597E20595CB69BEA48868BF75E04FEA9;2014;Vestibular;59G;76,38;ESCOLA ESTADUAL DR LAURO CORRÊA AMARAL;N;;;78;SANTANA DA VARGEM;MG;5;5;5;4;5;5;5;5;5;0;0;5;4;0;5;4;4;0;0;4;5;5;5
2019;1;ALUNO_TURMA;97C47914C264D47486D5AAEC350794C7;DEPTO DE MATEMATICA /ICE;64D8B9A56621DAF2EAEF75E61380E61C;A;A251FC89CF1E3C21A99FF97B25E43E88;2013;Enem/Vaga de Edital;61F;46,45;ESCOLA ESTADUAL "QUINCA FRANCO";N;;;43;DURANDE;MG;2;2;1;1;1;2;1;1;5;4;5;1;1;2;1;1;1;5;4;5;5;5;5
2019;1;ALUNO_TURMA;97C47914C264D47486D5AAEC350794C7;DEPTO DE MATEMATICA /ICE;64D8B9A56621DAF2EAEF75E61380E61C;A;80CAE8B81138F4A7892D1FF2F97503F7;2018;Vestibular;59E;74,48;ESCOLA ESTADUAL SINHÁ ANDRADE;N;;;60;SETE LAGOAS;MG;5;5;4;4;4;5;4;3;5;3;5;4;4;4;5;5;4;4;4;4;4;5;4
2019;1;ALUNO_TURMA;97C47914C264D47486D5AAEC350794C7;DEPTO DE MATEMATICA /ICE;64D8B9A56621DAF2EAEF75E61380E61C;A;F147FAC125D13F7F52BCAE775D778B61;2013;Enem/Vaga de Edital;62M;40,15;ESCOLA ESTADUAL "QUINCA FRANCO";N;;;62;DURANDE;MG;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;4;5;5;5;4;2
2019;1;ALUNO_TURMA;97C47914C264D47486D5AAEC350794C7;DEPTO DE MATEMATICA /ICE;64D8B9A56621DAF2EAEF75E61380E61C;A;51624F37C350A161ED0A3032ADA4AE9E;2016;Vestibular/ENEM;62N;26,22;ESCOLA ESTADUAL PROFESSOR ALBINO LUIZ CALDAS;N;;;13;COIMBRA;MG;0;0;4;4;4;5;5;5;5;4;5;4;5;4;4;0;0;4;4;5;5;5;5
2019;1;ALUNO_TURMA;97C47914C264D47486D5AAEC350794C7;DEPTO DE MATEMATICA /ICE;64D8B9A56621DAF2EAEF75E61380E61C;A;3FA444D346AACA951116C7C7A5AA1379;2015;Graduado/Mudança de Curso;61H;28,84;CENTRO DE ESTUDOS SUPLETIVOS PROFESSOR PAULO MELO;N;;;10;JUIZ DE FORA;MG;5;4;3;0;5;0;2;5;5;3;5;5;3;2;2;3;2;5;3;5;5;5;5
2019;1;ALUNO_TURMA;97C47914C264D47486D5AAEC350794C7;DEPTO DE MATEMATICA /ICE;64D8B9A56621DAF2EAEF75E61380E61C;A;786106230E23763100D5665C47CF73FE;2017;Vestibular;75P;85,83;COLÉGIO DECISIVO COMENDADOR;N;;;60;GOVERNADOR VALADARES;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;1;ALUNO_TURMA;97C47914C264D47486D5AAEC350794C7;DEPTO DE MATEMATICA /ICE;64D8B9A56621DAF2EAEF75E61380E61C;A;246F619D35EF2E224D1F492DD015072C;2012;Vestibular;75L;43,78;ESCOLA DE ASSEDIPA DE ENSINO FUNDAMENTAL (1ª À 8ª SÉRIE) E ENSINO MÉDIO;N;;;66;IPATINGA;MG;5;5;3;2;2;3;5;5;5;5;5;4;2;4;2;3;4;0;0;3;4;5;4
2019;1;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;761892446DD3A0404900D56EFF80B374;B;A356F8573D2DC6D324B12FE5FA52A3AA;2016;Vestibular/ENEM;74B;53,41;COLEGIO CONEXÃO;N;;;61;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;1;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;761892446DD3A0404900D56EFF80B374;B;A039587D5B1277BCAE0BD2C8BBF25551;2018;Vestibular;74B;81,5;ESCOLA ESTADUAL PROFESSOR SOARES FERREIRA - ENSINO FUNDAMENTAL E MÉDIO;N;;;74;BARBACENA;MG;5;5;5;4;5;5;5;5;5;5;5;5;5;5;3;5;2;5;5;4;5;2;2
2019;1;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;761892446DD3A0404900D56EFF80B374;C;18A7F9818B469DBBC2AB0DD25D44C598;2018;Vestibular;74C;84,46;ESCOLA ESTADUAL PROFESSOR ORMINDO DE SOUZA LIMA;N;;;88;VICOSA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;1;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;761892446DD3A0404900D56EFF80B374;C;2630D84F849A6DBB88E0E16B8831466E;2018;Vestibular;74C;86,73;ESTADUAL PROFESSOR ANTÔNIO GONÇALVES LANNA;N;;;98;PONTE NOVA;MG;4;4;4;1;1;4;4;4;5;4;5;4;4;4;4;5;5;5;5;0;3;3;3
2019;1;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;761892446DD3A0404900D56EFF80B374;C;34645F5750E68FA0E9844C5F061F8810;2018;Vestibular/ENEM;74C;36;ESCOLA ESTADUAL DEPUTADO CARLOS PEIXOTO FILHO DE 1º E 2º GRAUS;N;;;49;UBA;MG;4;5;5;5;5;5;5;5;4;4;5;5;5;4;5;5;5;5;5;5;4;5;5
2019;1;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;761892446DD3A0404900D56EFF80B374;D;4AA80D9892B4DB66BFFA767960440202;2018;Vestibular/ENEM;74D;79,85;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE OURO PRETO;N;;;67;CONSELHEIRO LAFAIETE;MG;4;4;4;4;3;4;4;3;5;4;5;4;4;4;4;3;4;0;5;4;5;5;4
2019;1;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;761892446DD3A0404900D56EFF80B374;D;CB5AF20EA749FDBDA66636856DBEEF94;2018;Vestibular;74D;70,77;ESCOLA ESTADUAL NARCISO DE QUEIRÓS;N;;;76;CONSELHEIRO LAFAIETE;MG;0;1;1;3;1;2;0;4;5;3;5;0;2;2;3;1;3;1;1;0;3;3;1
2019;1;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;761892446DD3A0404900D56EFF80B374;D;0C114509E867E2F0663A884012405619;2018;Vestibular;74D;90,31;ESCOLA MUNICIPAL NAPOLEÃO REIS;N;;;76;CONSELHEIRO LAFAIETE;MG;1;0;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;3;3;1
2019;1;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;761892446DD3A0404900D56EFF80B374;E;EC27777EC6CA2CCD61B4B5293DD16B28;2018;Vestibular;74E;84,31;ESCOLA DA COMUNIDADE CORONEL LUIZ SALGADO DE 1º E 2º GRAUS;N;;;83;LEOPOLDINA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;1;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;761892446DD3A0404900D56EFF80B374;E;FB5E8239C27F814CF315290DA427D7A4;2018;Vestibular;74E;68,62;ESCOLA ESTADUAL SEBASTIÃO SILVA COUTINHO ? DE 1º E 2º GRAUS;N;;;68;LEOPOLDINA;MG;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4
2019;1;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;761892446DD3A0404900D56EFF80B374;E;701804940ADA0BF349818A2E7BC9321A;2018;Vestibular;74E;88,62;ESCOLA ESTADUAL PROFESSOR QUARESMA;N;;;73;CATAGUASES;MG;1;1;1;1;1;1;1;1;4;1;5;1;1;1;1;1;3;0;1;0;1;4;3
2019;1;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;761892446DD3A0404900D56EFF80B374;E;6A006FA3294B08B545F9C2815D848415;2018;Vestibular;74E;77,38;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS - UNIDADE DE ENSINO DESCENTRALIZADA ;N;;;75;LEOPOLDINA;MG;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;4;1;1;3;3;2;1
2019;1;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;761892446DD3A0404900D56EFF80B374;E;71D20D92F7391A35973DD29564CB183C;2018;Vestibular/ENEM;74E;72,31;ESCOLA  CRISTO REDENTOR - 1º E 2º GRAUS;N;;;68;MURIAE;MG;4;4;4;3;4;3;4;4;5;4;5;4;4;4;4;2;4;0;0;0;3;5;5
2019;1;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;761892446DD3A0404900D56EFF80B374;E;691DE38DD9FD4D6476DC8C8F72B2E7A9;2018;Vestibular;74E;100;ESCOLA ESTADUAL FRANCISCO INÁCIO PEIXOTO;N;;;57;CATAGUASES;MG;1;0;1;1;1;2;2;1;5;2;3;2;1;2;1;1;4;0;0;4;0;0;4
2019;1;ALUNO_TURMA;8D30710946192FA92C37D52F9A5AE46C;DEPTO DE FISICA /ICE;B118DE251FCD2E02BC5B7C7A78FB6D9B;A;D009A8D93C46893E823FEDDE612070C6;2015;Enem/Vaga de Edital;61F;63,35;ESCOLA ESTADUAL DOUTOR ADALMARIO JOSÉ DOS SANTOS;N;;;68;LAJINHA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;1;ALUNO_TURMA;B7F4185CCDCCFAD075EA43EDECC710C9;DEPARTAMENTO DE EDUCAÇÃO;CECA9AAE83854138594A9F6C6B2F3D02;A;AC901F9E18676A5F2E057B13F0CBCD27;2016;Vestibular/ENEM;61B;69,32;ESCOLA ESTADUAL JOÁO MELO GOMIDE;N;;;97;PERDOES;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;5;5;5
2019;1;ALUNO_TURMA;B7F4185CCDCCFAD075EA43EDECC710C9;DEPARTAMENTO DE EDUCAÇÃO;CECA9AAE83854138594A9F6C6B2F3D02;A;3FA444D346AACA951116C7C7A5AA1379;2015;Graduado/Mudança de Curso;61H;28,84;CENTRO DE ESTUDOS SUPLETIVOS PROFESSOR PAULO MELO;N;;;77;JUIZ DE FORA;MG;0;4;4;0;5;0;2;5;5;5;5;5;2;3;3;5;3;5;3;5;5;5;5
2019;1;ALUNO_TURMA;B7F4185CCDCCFAD075EA43EDECC710C9;DEPARTAMENTO DE EDUCAÇÃO;CECA9AAE83854138594A9F6C6B2F3D02;A;72CE3925708D24EFD6E605F837B87C5C;2018;Vestibular/ENEM;61H;94,43;COLÉGIO META DE ENSINO FUNDAMENTAL (1ª A 8ª SÉRIE) E ENSINO MÉDIO;N;;APOIO CONSOLIDACAO GRUPOS|EXTENSAO|PIBIC|TREINAMENTO PROFISSIONAL|VESTIBULAR;91;JUIZ DE FORA;MG;;;;;;;;;;;;;;;;;;;;;;4;5
2019;1;ALUNO_TURMA;B7F4185CCDCCFAD075EA43EDECC710C9;DEPARTAMENTO DE EDUCAÇÃO;878892C205BF32977D91A8A9A860CF87;A;D7EA20F2254FA4A5A779DA94443A0C2D;2016;Vestibular;61B;70,2;ESCOLA ESTADUAL AZARIAS RIBEIRO;N;;;100;LAVRAS;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5
2019;1;ALUNO_TURMA;B7F4185CCDCCFAD075EA43EDECC710C9;DEPARTAMENTO DE EDUCAÇÃO;878892C205BF32977D91A8A9A860CF87;A;AC901F9E18676A5F2E057B13F0CBCD27;2016;Vestibular/ENEM;61B;69,32;ESCOLA ESTADUAL JOÁO MELO GOMIDE;N;;;100;PERDOES;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;1;ALUNO_TURMA;B7F4185CCDCCFAD075EA43EDECC710C9;DEPARTAMENTO DE EDUCAÇÃO;878892C205BF32977D91A8A9A860CF87;A;B23DFAE9A064CA68C0FEE9D2D334F9CA;2016;Vestibular/ENEM;61H;79,24;COLÉGIO E CURSO CATEDRAL VESTIBULARES ;S;TRANSPORTE;CAED - PERNAMBUCO|CAED CEARÁ|CAED SÃO PAULO|MONITORIA GRADUACAO|TREINAMENTO PROFISSIONAL|INICIACAO CIENTIFICA - GRADUAC|VESTIBULAR|DEMANDA SOCIAL;100;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;3;3;3;4;4;4
2019;1;ALUNO_TURMA;B7F4185CCDCCFAD075EA43EDECC710C9;DEPTO DE FISICA /ICE;EEC0ADED8FAB6A1CB7AA231D771B1EDF;A;1CF831413486FA59C9DE15BC57297718;2018;Vestibular;61G;70;ESCOLA ESTADUAL PROFESSORA ANA LETRO STAACKS;N;;;45;TIMOTEO;MG;3;4;1;4;1;1;2;1;1;2;5;3;1;1;1;2;3;5;5;2;4;5;4
2019;1;ALUNO_TURMA;B7F4185CCDCCFAD075EA43EDECC710C9;DEPTO DE FISICA /ICE;EEC0ADED8FAB6A1CB7AA231D771B1EDF;A;3AD25A39DF9721DDC56AF5569DEFD8D8;2018;Vestibular;61H;92;ESCOLA QUERUBINS LTDA.;N;;APOIO A EVENTOS|TREINAMENTO PROFISSIONAL|VESTIBULAR;79;CARANDAI;MG;4;4;5;3;5;3;5;5;5;4;5;3;5;5;4;3;5;5;0;5;4;0;3
2019;1;ALUNO_TURMA;B7F4185CCDCCFAD075EA43EDECC710C9;DEPTO DE FISICA /ICE;EEC0ADED8FAB6A1CB7AA231D771B1EDF;A;72CE3925708D24EFD6E605F837B87C5C;2018;Vestibular/ENEM;61H;94,43;COLÉGIO META DE ENSINO FUNDAMENTAL (1ª A 8ª SÉRIE) E ENSINO MÉDIO;N;;APOIO CONSOLIDACAO GRUPOS|EXTENSAO|PIBIC|TREINAMENTO PROFISSIONAL|VESTIBULAR;83;JUIZ DE FORA;MG;;;;;;;;;;;;;;;;;;;;;;4;5
2019;1;ALUNO_TURMA;B7F4185CCDCCFAD075EA43EDECC710C9;DEPTO DE FISICA /ICE;EEC0ADED8FAB6A1CB7AA231D771B1EDF;A;3FA444D346AACA951116C7C7A5AA1379;2015;Graduado/Mudança de Curso;61H;28,84;CENTRO DE ESTUDOS SUPLETIVOS PROFESSOR PAULO MELO;N;;;11;JUIZ DE FORA;MG;0;3;3;0;5;0;2;5;5;3;5;5;2;4;2;2;1;5;3;5;5;5;5
2019;1;ALUNO_TURMA;B7F4185CCDCCFAD075EA43EDECC710C9;DEPTO DE FISICA /ICE;0A6A29A2AB4821673020F938C9F25B0E;A;200376C1E9437936CF42FCC60980505A;2016;Vestibular/ENEM;61H;53,67;ESCOLA C.I.SESI/SENAI ROBSON BRAGA DE ANDRADE - TELECURSO 2000/ENEM;N;;TREINAMENTO PROFISSIONAL;65;JUIZ DE FORA;MG;5;5;1;2;1;5;5;4;5;4;5;1;5;5;3;2;3;0;0;0;0;5;1
2019;1;ALUNO_TURMA;B7F4185CCDCCFAD075EA43EDECC710C9;DEPTO DE FISICA /ICE;733A6C64C3169D5367714736399ACD90;A;D009A8D93C46893E823FEDDE612070C6;2015;Enem/Vaga de Edital;61F;63,35;ESCOLA ESTADUAL DOUTOR ADALMARIO JOSÉ DOS SANTOS;N;;;98;LAJINHA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5
2019;1;ALUNO_TURMA;B7F4185CCDCCFAD075EA43EDECC710C9;DEPTO DE FISICA /ICE;08129B170B426BF89CFCD43A4A72A821;A;A251FC89CF1E3C21A99FF97B25E43E88;2013;Enem/Vaga de Edital;61F;46,45;ESCOLA ESTADUAL "QUINCA FRANCO";N;;;75;DURANDE;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5
2019;1;ALUNO_TURMA;B7F4185CCDCCFAD075EA43EDECC710C9;DEPTO DE FISICA /ICE;5C1955C73716184D6B3A5711F3CBC2E2;A;D009A8D93C46893E823FEDDE612070C6;2015;Enem/Vaga de Edital;61F;63,35;ESCOLA ESTADUAL DOUTOR ADALMARIO JOSÉ DOS SANTOS;N;;;94;LAJINHA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;1;ALUNO_TURMA;B7F4185CCDCCFAD075EA43EDECC710C9;DEPTO DE FISICA /ICE;5C1955C73716184D6B3A5711F3CBC2E2;A;6B02994C9ABBCA6C6E33A7E5F7262AB7;2009;Vestibular;61D;43,06;ESCOLA ESTADUAL ALBERTO GIOVANNINI;N;;;81;CORONEL FABRICIANO;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5;5;5
2019;1;ALUNO_TURMA;508D31648BDBA4D522239F6E5B93018C;DEPTO DE FISICA /ICE;A06163A3E041184BB2F3AAF909D22896;A;D009A8D93C46893E823FEDDE612070C6;2015;Enem/Vaga de Edital;61F;63,35;ESCOLA ESTADUAL DOUTOR ADALMARIO JOSÉ DOS SANTOS;N;;;100;LAJINHA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;1;ALUNO_TURMA;508D31648BDBA4D522239F6E5B93018C;DEPTO DE FISICA /ICE;A06163A3E041184BB2F3AAF909D22896;A;A251FC89CF1E3C21A99FF97B25E43E88;2013;Enem/Vaga de Edital;61F;46,45;ESCOLA ESTADUAL "QUINCA FRANCO";N;;;75;DURANDE;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5
2019;1;ALUNO_TURMA;EAD8C4E767992241C3950F010ABD6F92;DEPTO DE CIENCIA DA COMPUTACAO /ICE;DF15459396AE8DAE07810EEBFDEA9F18;A;1CABAB6B9F5135EF0871375E055EC291;2016;Vestibular;75F;95,57;COLÉGIO PIO X;N;;;99;JUIZ DE FORA;MG;5;5;4;5;4;5;5;5;5;4;5;5;5;5;5;5;5;4;4;3;4;5;2
2019;1;ALUNO_TURMA;EAD8C4E767992241C3950F010ABD6F92;DEPTO DE CIENCIA DA COMPUTACAO /ICE;DF15459396AE8DAE07810EEBFDEA9F18;A;246F619D35EF2E224D1F492DD015072C;2012;Vestibular;75L;43,78;ESCOLA DE ASSEDIPA DE ENSINO FUNDAMENTAL (1ª À 8ª SÉRIE) E ENSINO MÉDIO;N;;;86;IPATINGA;MG;4;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;4;0;0;3;4;5;4
2019;1;ALUNO_TURMA;EAD8C4E767992241C3950F010ABD6F92;DEPTO DE CIENCIA DA COMPUTACAO /ICE;17ECC1F37E6D1FEE1FE18F1FA6F58908;A;786106230E23763100D5665C47CF73FE;2017;Vestibular;75P;85,83;COLÉGIO DECISIVO COMENDADOR;N;;;91;GOVERNADOR VALADARES;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
